2019-01-25,19.075706451612902
2019-01-26,19.070664516129032
2019-01-27,19.06801612903226
2019-01-28,19.072170967741936
2019-01-29,19.076545161290323
2019-01-30,19.085732258064514
2019-01-31,19.097038709677417
2019-02-01,19.107258064516127
2019-02-02,19.119248387096775
2019-02-03,19.128909677419355
2019-02-04,19.134503225806455
2019-02-05,19.137516129032264
2019-02-06,19.14071290322581
2019-02-07,19.143132258064522
2019-02-08,19.14344516129033
2019-02-09,19.145454838709682
2019-02-10,19.150406451612906
2019-02-11,19.15655161290323
2019-02-12,19.16413225806452
2019-02-13,19.173554838709677
2019-02-14,19.180735483870972
2019-02-15,19.190432258064515
2019-02-16,19.194803225806456
2019-02-17,19.203158064516135
2019-02-18,19.209419354838715
2019-02-19,19.214254838709678
2019-02-20,19.22267419354839
2019-02-21,19.235987096774195
